Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Duration,Flow Packets/s,SYN Flag Count,Label
4/7/2017 3:35,192.168.10.14,192.168.10.3,17,57089,53,2,2,88,226.0,210,19047.61905,0,BENIGN
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,17969,80,3,6,26,11601.0,621952,14.47057008,0,DDoS
7/7/2017 4:05,172.16.0.1,192.168.10.50,6,63086,80,4,0,24,0.0,12107653,0.33036956,0,DDoS
7/7/2017 4:07,172.16.0.1,192.168.10.50,6,29286,80,3,5,26,11607.0,280551,28.51531451,0,DDoS
4/7/2017 11:21,192.168.10.50,192.168.10.16,6,7262,47240,3,0,0,0.0,4,750000.0,0,BENIGN
5/7/2017 11:02,192.229.211.40,192.168.10.12,6,80,57184,5,0,6,0.0,49,102040.8163,0,BENIGN
7/7/2017 4:13,192.168.10.14,172.217.12.195,6,58325,443,8,5,510,4132.0,105401,123.3384882,0,BENIGN
7/7/2017 4:01,172.16.0.1,192.168.10.50,6,60085,80,9,6,62,11607.0,78708947,0.190575539,0,DDoS
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,39994,80,5,0,30,0.0,3053935,1.637231965,0,DDoS
5/7/2017 3:15,192.168.10.3,192.168.10.1,17,60227,53,1,1,50,101.0,60543,33.03437226,0,BENIGN
5/7/2017 9:44,192.168.10.17,104.25.208.111,6,52928,80,1,1,6,6.0,14985,133.4668001,0,BENIGN
7/7/2017 4:15,172.16.0.1,192.168.10.50,6,49907,80,5,0,30,0.0,3030950,1.6496478,0,DDoS
5/7/2017 4:40,192.168.10.15,192.168.10.3,17,61274,53,2,2,84,116.0,156,25641.02564,0,BENIGN
7/7/2017 4:10,172.16.0.1,192.168.10.50,6,33994,80,3,5,26,11607.0,925975,8.639542104,0,DDoS
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,62916,80,4,0,24,0.0,8187805,0.48853142,0,DDoS
7/7/2017 3:58,192.168.10.50,172.16.0.1,6,80,55204,7,10,11613,68.0,73039127,0.23275196,0,BENIGN
7/7/2017 4:10,172.16.0.1,192.168.10.50,6,33595,80,4,0,24,0.0,8017819,0.498888788,0,DDoS
4/7/2017 10:12,192.168.10.14,192.168.10.3,17,52716,53,2,2,82,114.0,176,22727.27273,0,BENIGN
5/7/2017 2:28,192.168.10.5,192.168.10.3,17,49648,53,2,2,72,136.0,164,24390.2439,0,BENIGN
7/7/2017 4:02,172.16.0.1,192.168.10.50,6,23566,80,3,4,26,11607.0,1106677,6.325242144,0,DDoS
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,63657,80,3,5,26,11607.0,141087,56.70260194,0,DDoS
4/7/2017 9:20,192.168.10.15,52.52.208.254,6,49808,80,9,9,328,204.0,60518968,0.297427412,0,BENIGN
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,62861,80,5,0,30,0.0,11052716,0.452377497,0,DDoS
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,56333,80,3,5,26,11607.0,60542,132.1396716,0,DDoS
4/7/2017 9:51,192.168.10.8,192.168.10.3,17,55981,53,2,2,66,98.0,169,23668.63905,0,BENIGN
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,50665,80,3,5,26,11601.0,1141111,7.010711491,0,DDoS
7/7/2017 4:03,172.16.0.1,192.168.10.50,6,62494,80,3,5,26,11601.0,28839,277.4021291,0,DDoS
4/7/2017 1:36,216.58.218.228,192.168.10.16,6,443,48332,2,0,0,0.0,216,9259.259259,0,BENIGN
4/7/2017 9:47,192.168.10.3,192.168.10.1,17,60560,53,1,1,94,176.0,30782,64.97303619,0,BENIGN
4/7/2017 2:51,172.16.0.1,192.168.10.50,6,50396,22,1,1,0,0.0,104,19230.76923,0,SSH-Patator
4/7/2017 2:40,192.168.10.12,192.168.10.3,17,25385,53,2,2,66,176.0,319,12539.18495,0,BENIGN
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,65307,80,5,0,30,0.0,2056953,2.430779896,0,DDoS
7/7/2017 4:06,172.16.0.1,192.168.10.50,6,49747,80,4,0,24,0.0,5163929,0.774603989,0,DDoS
5/7/2017 11:53,192.168.10.9,199.96.57.6,6,17732,443,6,3,611,162.0,5967035,1.508286779,0,BENIGN
4/7/2017 9:26,192.168.10.19,50.63.243.230,6,44384,80,3,4,428,2266.0,76580,91.40767824,0,BENIGN
4/7/2017 4:27,192.168.10.12,172.217.12.195,6,35906,443,1,1,0,0.0,144,13888.88889,0,BENIGN
7/7/2017 3:56,172.16.0.1,192.168.10.50,6,52180,80,8,5,56,11601.0,71975112,0.180617989,0,DDoS
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,56568,80,3,5,26,11607.0,21774,367.4106733,0,DDoS
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,53736,80,5,0,30,0.0,7396793,0.675968626,0,DDoS
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,62997,80,9,5,62,11607.0,100244138,0.139659039,0,DDoS
7/7/2017 4:04,172.16.0.1,192.168.10.50,6,62246,80,5,0,30,0.0,9109040,0.548905263,0,DDoS
4/7/2017 2:05,192.168.10.9,192.168.10.3,17,58842,53,2,2,60,264.0,188,21276.59574,0,BENIGN
7/7/2017 4:05,172.16.0.1,192.168.10.50,6,26623,80,3,4,26,11601.0,46965,149.0471628,0,DDoS
4/7/2017 10:22,192.168.10.9,192.168.10.3,17,56665,53,2,2,60,264.0,202,19801.9802,0,BENIGN
4/7/2017 12:07,192.168.10.5,23.46.61.132,6,56817,80,5,7,2144,196.0,58638,204.6454518,0,BENIGN
5/7/2017 9:20,38.93.140.72,192.168.10.17,6,80,49160,1,1,0,0.0,78,25641.02564,0,BENIGN
7/7/2017 4:02,172.16.0.1,192.168.10.50,6,59571,80,5,0,30,0.0,1885935,2.65120484,0,DDoS
7/7/2017 4:11,172.16.0.1,192.168.10.50,6,34938,80,3,6,26,11607.0,1066586,8.438138134,0,DDoS
5/7/2017 10:38,192.168.10.3,192.168.10.1,17,61229,53,1,1,51,95.0,67631,29.57223758,0,BENIGN
7/7/2017 4:06,192.168.10.50,172.16.0.1,6,80,64954,6,9,11607,62.0,8759519,1.712422794,0,BENIGN
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,56645,80,3,5,26,11607.0,79234,100.9667567,0,DDoS
4/7/2017 4:52,192.168.10.8,192.168.10.3,17,56018,53,2,2,74,204.0,108559,36.8463232,0,BENIGN
7/7/2017 4:05,172.16.0.1,192.168.10.50,6,50310,80,8,5,56,11607.0,81607735,0.159298625,0,DDoS
4/7/2017 10:11,172.16.0.1,192.168.10.50,6,58918,21,2,1,14,0.0,249,12048.19277,1,FTP-Patator
7/7/2017 4:03,172.16.0.1,192.168.10.50,6,23774,80,4,0,24,0.0,2122346,1.884706829,0,DDoS
4/7/2017 9:54,192.168.10.9,23.194.140.85,6,2806,443,49,58,678,92032.0,115811218,0.923917405,0,BENIGN
5/7/2017 9:27,192.168.10.15,192.168.10.3,17,50454,53,2,2,96,242.0,31296,127.8118609,0,BENIGN
4/7/2017 3:06,34.200.179.113,192.168.10.12,6,443,59086,2,0,31,0.0,1,2000000.0,1,BENIGN
5/7/2017 3:13,192.168.10.3,192.168.10.1,17,60900,53,1,1,49,65.0,149973,13.33573377,0,BENIGN
7/7/2017 3:58,192.168.10.50,172.16.0.1,6,80,52034,1,6,6,36.0,4689773,1.492609557,0,BENIGN
7/7/2017 4:15,192.168.10.50,172.16.0.1,6,80,50456,5,2,11601,26.0,486477,14.38916948,0,BENIGN
5/7/2017 1:23,192.168.10.3,192.168.10.1,17,62461,53,1,1,77,159.0,427,4683.840749,0,BENIGN
5/7/2017 12:57,192.168.10.5,172.217.3.110,6,51912,80,16,14,517,752.0,116009563,0.258599371,0,BENIGN
4/7/2017 11:30,23.61.187.27,192.168.10.15,6,80,53729,1,1,0,0.0,85,23529.41176,0,BENIGN
4/7/2017 9:26,192.168.10.3,192.168.10.1,17,60321,53,3,3,140,400.0,56194375,0.106772253,0,BENIGN
4/7/2017 1:36,192.168.10.3,192.168.10.1,17,60713,53,1,1,42,133.0,391974,5.102379239,0,BENIGN
4/7/2017 4:39,192.168.10.3,192.168.10.1,17,62486,53,1,1,48,113.0,90347,22.13687228,0,BENIGN
4/7/2017 9:58,192.168.10.5,52.20.233.27,6,52578,80,10,10,447,764.0,61218169,0.326700395,0,BENIGN
4/7/2017 9:57,172.16.0.1,192.168.10.50,6,57082,21,2,0,14,0.0,47,42553.19149,1,FTP-Patator
7/7/2017 4:28,54.174.231.207,192.168.10.5,6,443,56512,1,1,6,6.0,94,21276.59574,0,BENIGN
5/7/2017 3:25,192.168.10.17,192.168.10.3,17,54965,53,2,2,92,170.0,226364,17.67065434,0,BENIGN
4/7/2017 2:18,192.168.10.25,69.147.82.60,6,58508,443,2,0,0,0.0,48,41666.66667,0,BENIGN
5/7/2017 11:37,192.168.10.3,192.168.10.1,17,62430,53,1,1,59,317.0,47550,42.06098843,0,BENIGN
4/7/2017 3:18,192.168.10.3,192.168.10.1,17,60732,53,1,1,38,119.0,23702,84.38106489,0,BENIGN
5/7/2017 9:37,192.168.10.19,192.168.10.3,17,50747,53,2,2,92,182.0,971,4119.46447,0,BENIGN
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,63254,80,3,4,26,11607.0,409276,17.10337279,0,DDoS
4/7/2017 9:59,172.16.0.1,192.168.10.50,6,57362,21,2,1,14,0.0,248,12096.77419,1,FTP-Patator
4/7/2017 9:02,52.202.233.245,192.168.10.9,6,443,1520,1,1,0,0.0,4,500000.0,0,BENIGN
7/7/2017 4:08,192.168.10.8,74.217.253.61,6,9749,443,15,14,973,4534.0,65518796,0.442621076,0,BENIGN
4/7/2017 3:18,178.154.131.215,192.168.10.5,6,443,58926,2,1,0,0.0,100406,29.87869251,0,BENIGN
4/7/2017 3:46,192.168.10.15,192.168.10.3,17,62407,53,2,2,82,210.0,226,17699.11504,0,BENIGN
5/7/2017 9:47,52.84.86.85,192.168.10.5,6,443,50372,1,1,6,6.0,128,15625.0,0,BENIGN
4/7/2017 9:43,192.168.10.3,192.168.10.1,17,62020,53,1,1,51,83.0,37717,53.02648673,0,BENIGN
5/7/2017 2:14,192.168.10.12,192.168.10.3,17,8292,53,2,2,96,180.0,192,20833.33333,0,BENIGN
7/7/2017 4:03,172.16.0.1,192.168.10.50,6,24362,80,4,0,24,0.0,297084,13.46420541,0,DDoS
7/7/2017 4:11,192.168.10.50,172.16.0.1,6,80,60157,5,10,11613,68.0,98245305,0.152679052,0,BENIGN
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,30173,80,4,0,24,0.0,10153312,0.393960119,0,DDoS
4/7/2017 9:47,192.168.10.12,23.50.75.27,6,54806,80,3,1,0,0.0,7452837,0.53670837,0,BENIGN
4/7/2017 9:48,192.168.10.5,38.72.130.133,6,51341,80,18,16,1513,2004.0,115744231,0.293751142,0,BENIGN
5/7/2017 2:42,192.168.10.8,192.168.10.3,17,55503,53,2,2,96,466.0,61611,64.92347146,0,BENIGN
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,14450,80,3,5,26,11607.0,891222,8.976439091,0,DDoS
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,38893,80,3,5,26,11607.0,1195983,6.689058289,0,DDoS
7/7/2017 4:29,192.168.10.15,172.217.9.225,6,60203,443,83,143,2277,186170.0,65512645,3.4497157,0,BENIGN
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,54995,80,4,0,24,0.0,8251671,0.484750301,0,DDoS
4/7/2017 2:44,217.16.18.206,192.168.10.16,6,443,50050,2,0,0,0.0,999,2002.002002,0,BENIGN
5/7/2017 11:20,172.217.3.98,192.168.10.51,6,80,43441,1,1,0,0.0,58,34482.75862,0,BENIGN
5/7/2017 10:26,192.168.10.3,192.168.10.1,17,61592,53,2,2,99,256.0,20801133,0.192297218,0,BENIGN
7/7/2017 3:58,172.16.0.1,192.168.10.50,6,52615,80,4,0,24,0.0,9085774,0.440248679,0,DDoS
4/7/2017 4:25,192.168.10.9,192.168.10.3,17,57100,53,2,2,80,336.0,198,20202.0202,0,BENIGN
7/7/2017 3:51,192.168.10.15,172.217.10.2,6,58413,443,104,142,14422,25525.0,69496978,3.53972226,0,BENIGN
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,53426,80,4,0,24,0.0,1270970,3.14720253,0,DDoS
5/7/2017 11:08,192.168.10.8,172.217.12.163,6,52576,443,8,5,518,4132.0,98414,132.0950271,0,BENIGN
4/7/2017 4:02,192.168.10.3,192.168.10.1,17,60880,53,1,1,44,140.0,46547,42.96732335,0,BENIGN
7/7/2017 3:58,172.16.0.1,192.168.10.50,6,16840,80,3,6,26,11607.0,805712,11.17024445,0,DDoS
7/7/2017 4:01,172.16.0.1,192.168.10.50,6,59980,80,8,5,56,11601.0,79177937,0.164187152,0,DDoS
5/7/2017 2:06,199.38.164.157,192.168.10.14,6,443,55080,2,0,12,0.0,1000289,1.999422167,0,BENIGN
4/7/2017 2:23,192.168.10.8,178.255.83.1,6,54441,80,2,0,0,0.0,3665,545.7025921,0,BENIGN
7/7/2017 4:01,172.16.0.1,192.168.10.50,6,20539,80,3,6,26,11601.0,513662,17.52124938,0,DDoS
4/7/2017 12:35,192.168.10.9,192.168.10.50,6,5005,22,35,42,2568,6954.0,1449540,53.12030023,0,BENIGN
4/7/2017 11:58,192.168.10.3,192.168.10.1,17,60763,53,2,2,97,297.0,7908735,0.505769886,0,BENIGN
7/7/2017 4:06,172.16.0.1,192.168.10.50,6,51618,80,8,4,56,11601.0,82245786,0.145904132,0,DDoS
5/7/2017 11:42,54.239.17.113,192.168.10.16,6,443,41402,1,1,6,6.0,55,36363.63636,0,BENIGN
7/7/2017 4:01,172.16.0.1,192.168.10.50,6,59513,80,3,6,26,11607.0,1829493,4.919395701,0,DDoS
7/7/2017 3:58,172.16.0.1,192.168.10.50,6,16256,80,5,0,30,0.0,8719814,0.573406726,0,DDoS
4/7/2017 10:42,192.168.10.3,192.168.10.1,17,61215,53,1,1,41,103.0,47853,41.79466282,0,BENIGN
5/7/2017 9:39,192.168.10.25,13.76.34.51,6,50007,443,3,0,37,0.0,837,3584.229391,0,BENIGN
4/7/2017 4:19,192.168.10.3,192.168.10.1,17,61081,53,1,1,60,76.0,30943,64.63497398,0,BENIGN
5/7/2017 1:32,192.168.10.17,192.168.10.3,17,7795,53,2,2,92,170.0,71188,56.18924538,0,BENIGN
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,53047,80,3,5,26,11607.0,1779821,4.494834031,0,DDoS
7/7/2017 4:07,192.168.10.50,172.16.0.1,6,80,50836,1,6,6,36.0,7269913,0.962872596,0,BENIGN
4/7/2017 4:28,54.219.155.188,192.168.10.9,6,443,12127,1,1,0,0.0,37,54054.05405,0,BENIGN
7/7/2017 4:00,172.16.0.1,192.168.10.50,6,58555,80,9,5,62,11601.0,78761110,0.177752701,0,DDoS
5/7/2017 3:26,192.168.10.8,74.122.190.83,6,60622,443,7,6,325,161.0,5447774,2.38629576,0,BENIGN
7/7/2017 4:09,192.168.10.50,172.16.0.1,6,80,56382,5,9,11607,62.0,91765743,0.152562378,0,BENIGN
5/7/2017 2:30,192.168.10.8,172.217.12.162,6,56341,443,33,37,7438,17152.0,119884822,0.583893764,0,BENIGN
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,64233,80,9,5,62,11607.0,100131099,0.139816702,0,DDoS
4/7/2017 2:02,192.168.10.9,23.50.75.27,6,6622,80,3,1,0,0.0,5725087,0.698679339,0,BENIGN
7/7/2017 4:07,172.16.0.1,192.168.10.50,6,54074,80,3,4,26,11607.0,1075109,6.510967725,0,DDoS
7/7/2017 4:05,192.168.10.50,172.16.0.1,6,80,49767,7,9,11613,62.0,82152159,0.194760554,0,BENIGN
4/7/2017 1:25,104.88.66.118,192.168.10.25,6,443,55697,3,0,37,0.0,4,750000.0,0,BENIGN
5/7/2017 8:59,192.168.10.25,183.79.248.124,6,49678,443,15,9,1130,6535.0,762614,31.47070471,0,BENIGN
5/7/2017 10:56,192.168.10.3,192.168.10.1,17,60507,53,1,1,49,81.0,76935,25.99597062,0,BENIGN
5/7/2017 2:31,192.168.10.8,192.168.10.3,17,59237,53,2,2,60,616.0,274,14598.54015,0,BENIGN
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,62538,80,8,5,56,11607.0,100759436,0.129020174,0,DDoS
5/7/2017 11:40,98.139.225.35,192.168.10.8,6,443,53337,1,1,6,6.0,32,62500.0,0,BENIGN
5/7/2017 2:16,192.168.10.16,23.61.187.27,6,40484,80,1,1,0,0.0,36919,54.17264823,0,BENIGN
7/7/2017 4:07,172.16.0.1,192.168.10.50,6,53634,80,3,4,26,11607.0,446620,15.6732793,0,DDoS
5/7/2017 3:36,192.168.10.14,192.168.10.3,17,54542,53,4,2,164,242.0,74764,80.25252795,0,BENIGN
7/7/2017 4:03,172.16.0.1,192.168.10.50,6,23726,80,3,6,26,11601.0,681858,13.19922917,0,DDoS
4/7/2017 11:05,192.168.10.25,192.168.10.3,17,62823,53,2,2,64,96.0,182,21978.02198,0,BENIGN
4/7/2017 2:56,172.16.0.1,192.168.10.50,6,50906,22,21,32,2008,2745.0,12222661,4.336207966,0,SSH-Patator
5/7/2017 11:43,192.168.10.3,192.168.10.1,17,60635,53,1,1,46,228.0,98049,20.39796428,0,BENIGN
5/7/2017 10:21,192.168.10.3,192.168.10.1,17,60535,53,1,1,70,144.0,30940,64.64124111,0,BENIGN
5/7/2017 8:58,23.194.181.20,192.168.10.25,6,443,49520,2,0,37,0.0,3,666666.6667,1,BENIGN
4/7/2017 10:05,192.168.10.3,192.168.10.1,17,61446,53,1,1,46,233.0,46916,42.62938017,0,BENIGN
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,53032,80,3,6,26,11601.0,1049957,8.571779606,0,DDoS
7/7/2017 4:06,172.16.0.1,192.168.10.50,6,51923,80,3,6,26,11607.0,296783,30.32518709,0,DDoS
7/7/2017 4:10,172.16.0.1,192.168.10.50,6,55269,80,5,0,30,0.0,10286736,0.486062829,0,DDoS
4/7/2017 9:26,192.168.10.51,192.168.10.3,17,24383,53,2,2,86,204.0,212,18867.92453,0,BENIGN
5/7/2017 10:02,192.168.10.3,192.168.10.1,17,62146,53,2,2,100,222.0,11427319,0.35003836,0,BENIGN
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,65062,80,8,5,56,11607.0,96840285,0.134241654,0,DDoS
5/7/2017 10:07,192.168.10.8,192.168.10.3,17,62055,53,2,2,72,136.0,183,21857.9235,0,BENIGN
4/7/2017 4:53,192.168.10.8,172.217.12.146,6,57471,443,8,5,555,3551.0,119332,108.9397647,0,BENIGN
4/7/2017 1:12,192.168.10.9,178.255.83.1,6,5879,80,2,0,0,0.0,62901,31.79599688,0,BENIGN
7/7/2017 4:02,172.16.0.1,192.168.10.50,6,61086,80,3,5,26,11601.0,64566,123.904222,0,DDoS
7/7/2017 3:58,172.16.0.1,192.168.10.50,6,52502,80,5,0,30,0.0,28015,178.4758165,0,DDoS
5/7/2017 11:07,192.168.10.16,103.255.247.132,6,58220,443,20,15,1102,675.0,116177953,0.301261979,0,BENIGN
4/7/2017 9:23,192.168.10.51,192.168.10.3,17,59901,53,2,2,60,264.0,85932,46.54843365,0,BENIGN
7/7/2017 3:31,192.168.10.16,69.166.1.10,6,37350,80,1,1,0,0.0,29364,68.11061163,0,BENIGN
7/7/2017 3:58,172.16.0.1,192.168.10.50,6,16869,80,3,5,26,11601.0,1022320,7.825338446,0,DDoS
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,31609,80,5,0,30,0.0,1341990,3.725810177,0,DDoS
5/7/2017 4:13,192.168.10.12,192.168.10.3,17,8642,53,2,2,78,144.0,48313,82.79345104,0,BENIGN
5/7/2017 4:20,192.168.10.17,208.84.244.40,6,42356,443,8,7,852,161.0,30251785,0.49583851,0,BENIGN
4/7/2017 2:11,192.168.10.25,23.194.141.58,6,57127,443,10,5,665,1007.0,142081,105.5735813,0,BENIGN
4/7/2017 10:14,172.16.0.1,192.168.10.50,6,59354,21,2,1,14,0.0,226,13274.33628,1,FTP-Patator
7/7/2017 3:38,192.168.10.5,192.168.10.3,17,52069,53,4,2,116,186.0,61051,98.27848848,0,BENIGN
7/7/2017 4:04,172.16.0.1,192.168.10.50,6,64468,80,8,6,56,11601.0,82775488,0.169132195,0,DDoS
7/7/2017 4:06,172.16.0.1,192.168.10.50,6,52307,80,3,5,26,11607.0,1635597,4.891180407,0,DDoS
4/7/2017 2:49,192.168.10.3,192.168.10.1,17,62129,53,1,1,57,122.0,24015,83.28128253,0,BENIGN
7/7/2017 4:10,172.16.0.1,192.168.10.50,6,33606,80,3,5,26,11607.0,563853,14.18809512,0,DDoS
7/7/2017 4:01,172.16.0.1,192.168.10.50,6,21368,80,3,5,26,11607.0,34007,235.2456847,0,DDoS
7/7/2017 4:04,172.16.0.1,192.168.10.50,6,63968,80,8,4,56,11601.0,82635163,0.145216631,0,DDoS
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,54767,80,4,0,24,0.0,5550865,0.72060841,0,DDoS
4/7/2017 2:39,192.168.10.14,192.168.10.3,17,63031,53,4,2,116,90.0,218313,27.48347556,0,BENIGN
5/7/2017 1:27,192.168.10.3,192.168.10.1,17,60574,53,1,1,46,131.0,48491,41.24476707,0,BENIGN
5/7/2017 9:30,192.168.10.19,192.168.10.3,17,13771,53,2,2,84,204.0,31662,126.3344072,0,BENIGN
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,14409,80,4,0,24,0.0,7322564,0.546256748,0,DDoS
7/7/2017 4:06,172.16.0.1,192.168.10.50,6,50819,80,9,5,62,11601.0,81128370,0.172566021,0,DDoS
7/7/2017 4:03,172.16.0.1,192.168.10.50,6,24895,80,3,4,26,11601.0,43533,160.7975559,0,DDoS
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,54126,80,6,0,36,0.0,7710774,0.778132001,0,DDoS
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,56260,80,3,6,26,11607.0,649983,13.84651599,0,DDoS
4/7/2017 10:00,23.207.45.41,192.168.10.12,6,443,60472,3,1,31,0.0,96,41666.66667,0,BENIGN
7/7/2017 4:03,192.168.10.12,192.168.10.3,17,63644,53,2,2,64,258.0,269,14869.88848,0,BENIGN
7/7/2017 4:11,172.16.0.1,192.168.10.50,6,34775,80,5,0,30,0.0,22542389,0.221804353,0,DDoS
7/7/2017 4:05,172.16.0.1,192.168.10.50,6,27297,80,3,4,26,11607.0,1869641,3.744034283,0,DDoS
5/7/2017 10:07,192.168.10.3,192.168.10.1,17,61498,53,1,1,45,61.0,30543,65.48145238,0,BENIGN
5/7/2017 2:12,192.168.10.15,192.168.10.3,17,52569,53,2,2,94,196.0,199,20100.50251,0,BENIGN
5/7/2017 9:14,192.168.10.9,192.168.10.3,17,52913,53,2,2,76,108.0,31778,125.8732456,0,BENIGN
7/7/2017 4:14,172.16.0.1,192.168.10.50,6,64780,80,3,5,26,11607.0,973647,8.216530221,0,DDoS
5/7/2017 4:06,139.61.74.125,192.168.10.12,6,443,58888,1,1,0,0.0,76,26315.78947,0,BENIGN
5/7/2017 9:10,192.168.10.3,192.168.10.1,17,60456,53,1,1,47,175.0,30833,64.86556611,0,BENIGN
4/7/2017 9:13,172.104.46.66,192.168.10.9,6,443,1937,3,0,247,0.0,6400,468.75,0,BENIGN
4/7/2017 9:56,172.16.0.1,192.168.10.50,6,57000,21,2,0,14,0.0,3,666666.6667,1,FTP-Patator
7/7/2017 3:57,172.16.0.1,192.168.10.50,6,14679,80,5,0,30,0.0,10890613,0.459110979,0,DDoS
5/7/2017 4:38,192.168.10.14,192.168.10.3,17,58926,53,2,2,66,98.0,152,26315.78947,0,BENIGN
4/7/2017 4:28,192.168.10.25,34.194.63.182,6,63657,443,12,7,1010,3624.0,663674,28.6285134,0,BENIGN
5/7/2017 4:16,192.168.10.14,192.168.10.3,17,62909,53,2,2,88,120.0,144,27777.77778,0,BENIGN
7/7/2017 3:59,172.16.0.1,192.168.10.50,6,56196,80,8,5,56,11601.0,73832762,0.176073597,0,DDoS
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,39373,80,3,5,26,11607.0,1287618,6.213022806,0,DDoS
7/7/2017 3:58,172.16.0.1,192.168.10.50,6,54169,80,3,5,26,11607.0,621587,12.87028204,0,DDoS
7/7/2017 4:03,172.16.0.1,192.168.10.50,6,63716,80,9,5,62,11607.0,82493645,0.169710043,0,DDoS
7/7/2017 4:02,172.16.0.1,192.168.10.50,6,58497,80,4,0,24,0.0,4048888,0.987925574,0,DDoS
4/7/2017 9:04,192.168.10.17,129.128.12.20,17,123,123,2,2,96,96.0,66086847,0.060526416,0,BENIGN
7/7/2017 3:58,172.16.0.1,192.168.10.50,6,52610,80,4,0,24,0.0,9115388,0.438818402,0,DDoS
5/7/2017 1:10,74.125.29.154,192.168.10.51,6,443,45571,1,1,0,0.0,59,33898.30508,0,BENIGN
5/7/2017 3:14,192.168.10.5,192.168.10.3,17,57917,53,2,2,88,662.0,120975,33.06468279,0,BENIGN
4/7/2017 3:02,172.16.0.1,192.168.10.50,6,51458,22,22,32,2008,2745.0,13493403,4.001955622,0,SSH-Patator
7/7/2017 4:13,172.16.0.1,192.168.10.50,6,38156,80,3,5,26,11607.0,1424602,5.615603516,0,DDoS
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,55898,80,3,5,26,11601.0,44370,180.3020059,0,DDoS
5/7/2017 2:04,192.168.10.14,192.168.10.3,17,64178,53,4,2,124,244.0,66189,90.64950369,0,BENIGN
7/7/2017 4:04,172.16.0.1,192.168.10.50,6,61495,80,4,0,24,0.0,2075989,1.926792483,0,DDoS
5/7/2017 1:55,192.168.10.8,192.168.10.3,17,63782,53,2,2,66,278.0,172,23255.81395,0,BENIGN
7/7/2017 4:08,172.16.0.1,192.168.10.50,6,54881,80,3,3,26,11601.0,59010,101.6776817,0,DDoS
5/7/2017 8:56,192.168.10.15,23.194.182.63,6,49682,80,2,0,12,0.0,4,500000.0,0,BENIGN
7/7/2017 3:56,172.16.0.1,192.168.10.50,6,14123,80,3,6,26,11607.0,101436,88.72589613,0,DDoS
4/7/2017 2:24,192.168.10.3,192.168.10.1,17,62028,53,1,1,56,112.0,31606,63.27912422,0,BENIGN
4/7/2017 9:45,192.168.10.3,192.168.10.1,17,62296,53,1,1,56,117.0,30351,65.89568713,0,BENIGN
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,33057,80,3,5,26,11607.0,134952,59.28033671,0,DDoS
5/7/2017 10:36,192.168.10.3,192.168.10.1,17,60796,53,1,1,54,110.0,60407,33.10874568,0,BENIGN
4/7/2017 11:30,192.168.10.15,148.251.77.207,6,53886,443,11,8,558,6162.0,1263633,15.03601125,0,BENIGN
4/7/2017 9:12,192.168.10.5,169.55.70.244,6,49503,443,11,10,1081,6634.0,17689302,1.187158204,0,BENIGN
7/7/2017 4:09,172.16.0.1,192.168.10.50,6,32784,80,3,4,26,11601.0,37490,186.7164577,0,DDoS
4/7/2017 10:42,205.185.208.154,192.168.10.5,6,443,53944,2,1,31,0.0,491,6109.979633,1,BENIGN
4/7/2017 1:49,192.168.10.3,192.168.10.1,17,62112,53,1,1,48,130.0,675,2962.962963,0,BENIGN
5/7/2017 10:17,192.168.10.19,192.168.10.50,6,41557,63849,2,0,617,0.0,1,2000000.0,1,BENIGN
5/7/2017 11:04,192.168.10.9,72.21.91.113,6,16786,443,3,0,58,0.0,324,9259.259259,0,BENIGN
