row_id,timestamp,source_ip,destination_ip,event_type,username,protocol,bytes,status,device,severity,message
N174,2026-09-01 14:11:29,192.168.1.24,10.0.0.15,FILE_ACCESS,employee04,HTTPS,1805,SUCCESS,Office-Laptop-04,INFO,Normal file access
N175,2026-09-01 15:18:42,192.168.1.25,10.0.0.10,LOGIN,employee05,HTTPS,1320,SUCCESS,Office-Laptop-05,INFO,Normal login
N176,2026-09-01 16:25:55,192.168.1.26,10.0.0.20,NETWORK_REQUEST,employee06,TCP,1200,SUCCESS,Office-Laptop-06,INFO,Normal network request
N177,2026-09-01 09:32:08,192.168.1.27,10.0.0.15,FILE_ACCESS,employee07,HTTPS,1035,SUCCESS,Office-Laptop-07,INFO,Normal file access
N178,2026-09-01 10:39:21,192.168.1.28,10.0.0.10,LOGIN,employee08,HTTPS,550,SUCCESS,Office-Laptop-08,INFO,Normal login
N179,2026-09-01 11:46:34,192.168.1.29,10.0.0.20,NETWORK_REQUEST,employee09,TCP,1305,SUCCESS,Office-Laptop-09,INFO,Normal network request
N180,2026-09-01 12:53:47,192.168.1.30,10.0.0.15,FILE_ACCESS,employee10,HTTPS,1140,SUCCESS,Office-Laptop-10,INFO,Normal file access
N181,2026-09-01 13:00:00,192.168.1.21,10.0.0.10,LOGIN,employee01,HTTPS,655,SUCCESS,Office-Laptop-01,INFO,Normal login
N182,2026-09-01 14:07:13,192.168.1.22,10.0.0.20,NETWORK_REQUEST,employee02,TCP,1410,SUCCESS,Office-Laptop-02,INFO,Normal network request
N183,2026-09-01 15:14:26,192.168.1.23,10.0.0.15,FILE_ACCESS,employee03,HTTPS,1245,SUCCESS,Office-Laptop-03,INFO,Normal file access
N184,2026-09-01 16:21:39,192.168.1.24,10.0.0.10,LOGIN,employee04,HTTPS,760,SUCCESS,Office-Laptop-04,INFO,Normal login
N185,2026-09-01 09:28:52,192.168.1.25,10.0.0.20,NETWORK_REQUEST,employee05,TCP,1515,SUCCESS,Office-Laptop-05,INFO,Normal network request
N186,2026-09-01 10:35:05,192.168.1.26,10.0.0.15,FILE_ACCESS,employee06,HTTPS,1350,SUCCESS,Office-Laptop-06,INFO,Normal file access
N187,2026-09-01 11:42:18,192.168.1.27,10.0.0.10,LOGIN,employee07,HTTPS,865,SUCCESS,Office-Laptop-07,INFO,Normal login
N188,2026-09-01 12:49:31,192.168.1.28,10.0.0.20,NETWORK_REQUEST,employee08,TCP,1620,SUCCESS,Office-Laptop-08,INFO,Normal network request
N189,2026-09-01 13:56:44,192.168.1.29,10.0.0.15,FILE_ACCESS,employee09,HTTPS,1455,SUCCESS,Office-Laptop-09,INFO,Normal file access
N190,2026-09-01 14:03:57,192.168.1.30,10.0.0.10,LOGIN,employee10,HTTPS,970,SUCCESS,Office-Laptop-10,INFO,Normal login
N191,2026-09-01 15:10:10,192.168.1.21,10.0.0.20,NETWORK_REQUEST,employee01,TCP,1725,SUCCESS,Office-Laptop-01,INFO,Normal network request
N192,2026-09-01 16:17:23,192.168.1.22,10.0.0.15,FILE_ACCESS,employee02,HTTPS,1560,SUCCESS,Office-Laptop-02,INFO,Normal file access
N193,2026-09-01 09:24:36,192.168.1.23,10.0.0.10,LOGIN,employee03,HTTPS,1075,SUCCESS,Office-Laptop-03,INFO,Normal login
N194,2026-09-01 10:31:49,192.168.1.24,10.0.0.20,NETWORK_REQUEST,employee04,TCP,1830,SUCCESS,Office-Laptop-04,INFO,Normal network request
N195,2026-09-01 11:38:02,192.168.1.25,10.0.0.15,FILE_ACCESS,employee05,HTTPS,1665,SUCCESS,Office-Laptop-05,INFO,Normal file access
N196,2026-09-01 12:45:15,192.168.1.26,10.0.0.10,LOGIN,employee06,HTTPS,1180,SUCCESS,Office-Laptop-06,INFO,Normal login
N197,2026-09-01 13:52:28,192.168.1.27,10.0.0.20,NETWORK_REQUEST,employee07,TCP,1935,SUCCESS,Office-Laptop-07,INFO,Normal network request
N198,2026-09-01 14:59:41,192.168.1.28,10.0.0.15,FILE_ACCESS,employee08,HTTPS,1770,SUCCESS,Office-Laptop-08,INFO,Normal file access
N199,2026-09-01 15:06:54,192.168.1.29,10.0.0.10,LOGIN,employee09,HTTPS,1285,SUCCESS,Office-Laptop-09,INFO,Normal login
N200,2026-09-01 16:13:07,192.168.1.30,10.0.0.20,NETWORK_REQUEST,employee10,TCP,2040,SUCCESS,Office-Laptop-10,INFO,Normal network request
